             x       y             xy            x²        SQREG        SQTOT
757  2021.2917  419.05  847022.286885  4.085620e+06  2446.804210  3708.794444
758  2021.3750  419.13  847218.903750  4.085957e+06  2460.187338  3718.544824
759  2021.4583  418.94  846869.740202  4.086294e+06  2473.606966  3695.408573
760  2021.5417  416.96  842902.027232  4.086631e+06  2487.079270  3458.601078
761  2021.6250  414.47  837902.913750  4.086968e+06  2500.571943  3171.928014
762  2021.7083  413.30  835572.040390  4.087304e+06  2514.101117  3041.508413
763  2021.7917  413.93  836880.238381  4.087642e+06  2527.683099  3111.394152
764  2021.8750  415.01  839098.343750  4.087979e+06  2541.285318  3233.045076
765  2021.9583  416.71  842570.243193  4.088315e+06  2554.924038  3429.258642
766  2022.0417  418.19  845597.618523  4.088653e+06  2568.615697  3604.786264
767  2022.1250  419.28  847836.570000  4.088990e+06  2582.327462  3736.861286
768  2022.2083  418.81  846921.058123  4.089326e+06  2596.075727  3679.620106
769  2022.2917  420.23  849827.641091  4.089664e+06  2609.877064  3853.910543
770  2022.3750  420.99  851399.651250  4.090001e+06  2623.698374  3948.849549
771  2022.4583  420.99  851434.719717  4.090338e+06  2637.556186  3948.849549
772  2022.5417  418.90  847242.718130  4.090675e+06  2651.467199  3690.546983
773  2022.6250  417.19  843818.923750  4.091012e+06  2665.398056  3485.706520
774  2022.7083  415.95  841345.517385  4.091349e+06  2679.365413  3340.825236
775  2022.7917  415.78  841036.333026  4.091686e+06  2693.386104  3321.202180
776  2022.8750  417.51  844570.541250  4.092023e+06  2707.426506  3523.594438
777  2022.9583  418.95  847518.379785  4.092360e+06  2721.503409  3696.624470
778  2023.0417  419.48  848625.532316  4.092698e+06  2735.633778  3761.353235
779  2023.1250  420.30  850319.437500  4.093035e+06  2749.783726  3862.606625
780  2023.2083  420.98  851730.230134  4.093372e+06  2763.970174  3947.592851
781  2023.2917  423.36  856580.774112  4.093709e+06  2778.210220  4252.327444
782  2023.3750  424.00  857911.000000  4.094046e+06  2792.469714  4336.205680
