             x       y      Ln y          xLny            x²         SQREG         SQTOT
591  2007.4583  386.33  5.956692  11957.810648  4.029889e+06  5.627606e-03  6.306480e-03
592  2007.5417  384.73  5.952542  11949.975864  4.030224e+06  5.684066e-03  5.664551e-03
593  2007.6250  382.24  5.946049  11937.435988  4.030558e+06  5.740739e-03  4.729328e-03
594  2007.7083  381.20  5.943324  11932.461269  4.030893e+06  5.797694e-03  4.362021e-03
595  2007.7917  381.37  5.943770  11933.852138  4.031228e+06  5.854999e-03  4.421114e-03
596  2007.8750  382.70  5.947251  11941.337390  4.031562e+06  5.912516e-03  4.896195e-03
597  2007.9583  384.19  5.951137  11949.635379  4.031897e+06  5.970314e-03  5.455100e-03
598  2008.0417  385.78  5.955267  11958.424990  4.032231e+06  6.028464e-03  6.082235e-03
599  2008.1250  386.06  5.955993  11960.378037  4.032566e+06  6.086825e-03  6.195929e-03
600  2008.2083  386.28  5.956562  11962.018242  4.032901e+06  6.145467e-03  6.285940e-03
601  2008.2917  387.34  5.959303  11968.018472  4.033236e+06  6.204461e-03  6.727983e-03
602  2008.3750  388.78  5.963014  11975.967501  4.033570e+06  6.263666e-03  7.350500e-03
603  2008.4583  387.99  5.960980  11972.378886  4.033905e+06  6.323152e-03  7.005856e-03
604  2008.5417  386.61  5.957416  11965.719330  4.034240e+06  6.382991e-03  6.422076e-03
605  2008.6250  384.32  5.951476  11954.282554  4.034574e+06  6.443040e-03  5.505189e-03
606  2008.7083  383.41  5.949105  11950.016416  4.034909e+06  6.503369e-03  5.159023e-03
607  2008.7917  383.21  5.948583  11949.464442  4.035244e+06  6.564053e-03  5.084341e-03
608  2008.8750  384.41  5.951710  11956.240806  4.035579e+06  6.624946e-03  5.539991e-03
609  2008.9583  385.79  5.955293  11963.935663  4.035913e+06  6.686119e-03  6.086279e-03
610  2009.0417  387.17  5.958864  11971.606006  4.036249e+06  6.747647e-03  6.656161e-03
611  2009.1250  387.70  5.960232  11974.850805  4.036583e+06  6.809384e-03  6.881245e-03
612  2009.2083  389.04  5.963682  11982.279707  4.036918e+06  6.871401e-03  7.465581e-03
613  2009.2917  389.76  5.965531  11986.492256  4.037253e+06  6.933774e-03  7.788520e-03
614  2009.3750  390.36  5.967069  11990.080056  4.037588e+06  6.996354e-03  8.062390e-03
615  2009.4583  389.70  5.965377  11987.176752  4.037923e+06  7.059215e-03  7.761370e-03
616  2009.5417  388.24  5.961624  11980.131435  4.038258e+06  7.122433e-03  7.114101e-03
617  2009.6250  386.29  5.956588  11970.508929  4.038593e+06  7.185856e-03  6.290046e-03
618  2009.7083  384.95  5.953113  11964.021523  4.038927e+06  7.249561e-03  5.750929e-03
619  2009.7917  384.64  5.952308  11962.898876  4.039263e+06  7.313624e-03  5.629389e-03
620  2009.8750  386.23  5.956433  11971.685870  4.039598e+06  7.377891e-03  6.265430e-03
621  2009.9583  387.63  5.960051  11979.454531  4.039932e+06  7.442439e-03  6.851320e-03
622  2010.0417  388.91  5.963348  11986.578060  4.040268e+06  7.507347e-03  7.407938e-03
623  2010.1250  390.41  5.967197  11994.812812  4.040603e+06  7.572458e-03  8.085407e-03
624  2010.2083  391.37  5.969653  12000.246821  4.040937e+06  7.637850e-03  8.533109e-03
625  2010.2917  392.67  5.972970  12007.411140  4.041273e+06  7.703602e-03  9.156765e-03
626  2010.3750  393.21  5.974344  12010.671458  4.041608e+06  7.769557e-03  9.421662e-03
627  2010.4583  392.38  5.972231  12006.920897  4.041943e+06  7.835793e-03  9.015917e-03
628  2010.5417  390.41  5.967197  11997.299343  4.042278e+06  7.902390e-03  8.085407e-03
629  2010.6250  388.54  5.962396  11988.142708  4.042613e+06  7.969189e-03  7.244997e-03
630  2010.7083  387.03  5.958502  11980.809848  4.042948e+06  8.036268e-03  6.597279e-03
631  2010.7917  387.43  5.959535  11983.383891  4.043283e+06  8.103710e-03  6.766150e-03
632  2010.8750  388.87  5.963245  11991.340486  4.043618e+06  8.171352e-03  7.390243e-03
633  2010.9583  389.99  5.966121  11997.620740  4.043953e+06  8.239276e-03  7.892994e-03
634  2011.0417  391.50  5.969986  12005.889820  4.044289e+06  8.307562e-03  8.594577e-03
635  2011.1250  392.05  5.971389  12009.210472  4.044624e+06  8.376048e-03  8.856844e-03
636  2011.2083  392.80  5.973301  12013.551698  4.044959e+06  8.444815e-03  9.220225e-03
637  2011.2917  393.44  5.974929  12017.324258  4.045294e+06  8.513947e-03  9.535523e-03
638  2011.3750  394.41  5.977391  12022.774777  4.045629e+06  8.583276e-03  1.002249e-02
639  2011.4583  393.95  5.976224  12020.925363  4.045964e+06  8.652887e-03  9.790197e-03
640  2011.5417  392.72  5.973097  12015.133472  4.046300e+06  8.722863e-03  9.181149e-03
641  2011.6250  390.33  5.966993  12003.351359  4.046635e+06  8.793037e-03  8.048595e-03
642  2011.7083  389.28  5.964299  11998.429559  4.046970e+06  8.863491e-03  7.572533e-03
643  2011.7917  389.19  5.964068  11998.461809  4.047306e+06  8.934312e-03  7.532345e-03
644  2011.8750  390.48  5.967377  12005.616102  4.047641e+06  9.005329e-03  8.117681e-03
645  2011.9583  392.06  5.971415  12014.237749  4.047976e+06  9.076628e-03  8.861646e-03
646  2012.0417  393.31  5.974598  12021.140528  4.048312e+06  9.148293e-03  9.471091e-03
647  2012.1250  394.04  5.976452  12025.369340  4.048647e+06  9.220154e-03  9.835453e-03
648  2012.2083  394.59  5.977847  12028.673855  4.048982e+06  9.292296e-03  1.011406e-02
649  2012.2917  396.38  5.982373  12038.280233  4.049318e+06  9.364807e-03  1.104491e-02
650  2012.3750  396.93  5.983760  12041.568915  4.049653e+06  9.437511e-03  1.133828e-02
651  2012.4583  395.91  5.981187  12036.889246  4.049988e+06  9.510497e-03  1.079694e-02
652  2012.5417  394.56  5.977771  12030.513853  4.050324e+06  9.583852e-03  1.009877e-02
653  2012.6250  392.59  5.972766  12020.937789  4.050659e+06  9.657401e-03  9.117812e-03
654  2012.7083  391.32  5.969526  12014.913802  4.050995e+06  9.731230e-03  8.509521e-03
655  2012.7917  391.27  5.969398  12015.154464  4.051330e+06  9.805430e-03  8.485962e-03
656  2012.8750  393.20  5.974318  12025.556126  4.051666e+06  9.879822e-03  9.416725e-03
657  2012.9583  394.57  5.977797  12033.055210  4.052001e+06  9.954496e-03  1.010387e-02
658  2013.0417  395.78  5.980859  12039.717565  4.052337e+06  1.002954e-02  1.072880e-02
659  2013.1250  397.03  5.984012  12046.563845  4.052672e+06  1.010478e-02  1.139199e-02
660  2013.2083  397.66  5.985597  12050.254303  4.053008e+06  1.018029e-02  1.173296e-02
661  2013.2917  398.64  5.988059  12055.708988  4.053343e+06  1.025618e-02  1.227225e-02
662  2013.3750  400.02  5.991515  12063.165599  4.053679e+06  1.033226e-02  1.304986e-02
663  2013.4583  398.81  5.988485  12057.565055  4.054014e+06  1.040862e-02  1.236689e-02
664  2013.5417  397.51  5.985220  12051.490237  4.054350e+06  1.048536e-02  1.165137e-02
665  2013.6250  395.39  5.979873  12041.221004  4.054686e+06  1.056228e-02  1.052554e-02
666  2013.7083  393.72  5.975640  12033.195859  4.055021e+06  1.063949e-02  9.674969e-03
667  2013.7917  393.90  5.976097  12034.614678  4.055357e+06  1.071706e-02  9.765095e-03
668  2013.8750  395.36  5.979797  12042.563164  4.055693e+06  1.079483e-02  1.050997e-02
669  2013.9583  397.03  5.984012  12051.550322  4.056028e+06  1.087288e-02  1.139199e-02
670  2014.0417  398.04  5.986553  12057.166380  4.056364e+06  1.095130e-02  1.194079e-02
671  2014.1250  398.27  5.987130  12058.828548  4.056700e+06  1.102991e-02  1.206737e-02
672  2014.2083  399.91  5.991240  12067.604372  4.057035e+06  1.110881e-02  1.298710e-02
673  2014.2917  401.51  5.995232  12076.146943  4.057371e+06  1.118807e-02  1.391311e-02
674  2014.3750  401.96  5.996353  12078.902731  4.057707e+06  1.126753e-02  1.417862e-02
675  2014.4583  401.43  5.995033  12076.744332  4.058042e+06  1.134726e-02  1.386615e-02
676  2014.5417  399.27  5.989638  12066.375277  4.058378e+06  1.142738e-02  1.262461e-02
677  2014.6250  397.18  5.984390  12056.300854  4.058714e+06  1.150768e-02  1.147277e-02
678  2014.7083  395.54  5.980252  12048.463179  4.059050e+06  1.158826e-02  1.060351e-02
679  2014.7917  396.16  5.981818  12052.117600  4.059386e+06  1.166921e-02  1.092853e-02
680  2014.8750  397.40  5.984943  12058.912692  4.059721e+06  1.175036e-02  1.159170e-02
681  2014.9583  399.08  5.989162  12067.911477  4.060057e+06  1.183178e-02  1.251788e-02
682  2015.0417  400.18  5.991914  12073.957471  4.060393e+06  1.191358e-02  1.314138e-02
683  2015.1250  400.55  5.992839  12076.318889  4.060729e+06  1.199557e-02  1.335412e-02
684  2015.2083  401.74  5.995805  12082.796229  4.061064e+06  1.207783e-02  1.404854e-02
685  2015.2917  403.34  5.999780  12091.306591  4.061401e+06  1.216048e-02  1.500657e-02
686  2015.3750  404.15  6.001786  12095.849654  4.061736e+06  1.224331e-02  1.550212e-02
687  2015.4583  402.97  5.998862  12090.456445  4.062072e+06  1.232642e-02  1.478256e-02
688  2015.5417  401.46  5.995108  12083.389973  4.062408e+06  1.240991e-02  1.388375e-02
689  2015.6250  399.11  5.989237  12072.055965  4.062744e+06  1.249359e-02  1.253470e-02
690  2015.7083  397.82  5.986000  12066.029162  4.063080e+06  1.257754e-02  1.182027e-02
691  2015.7917  398.49  5.987682  12069.920492  4.063416e+06  1.266188e-02  1.218901e-02
692  2015.8750  400.27  5.992139  12079.403850  4.063752e+06  1.274640e-02  1.319299e-02
693  2015.9583  402.06  5.996601  12088.898225  4.064088e+06  1.283119e-02  1.423792e-02
694  2016.0417  402.73  5.998266  12092.755114  4.064424e+06  1.291638e-02  1.463804e-02
695  2016.1250  404.25  6.002033  12100.849787  4.064760e+06  1.300174e-02  1.556379e-02
696  2016.2083  405.06  6.004035  12105.385612  4.065096e+06  1.308738e-02  1.606724e-02
697  2016.2917  407.60  6.010286  12118.490384  4.065432e+06  1.317341e-02  1.769106e-02
698  2016.3750  407.90  6.011022  12120.474579  4.065768e+06  1.325961e-02  1.788732e-02
699  2016.4583  406.99  6.008789  12116.471676  4.066104e+06  1.334610e-02  1.729489e-02
700  2016.5417  404.59  6.002874  12105.046162  4.066440e+06  1.343297e-02  1.577426e-02
701  2016.6250  402.45  5.997571  12094.851347  4.066776e+06  1.352002e-02  1.447024e-02
702  2016.7083  401.23  5.994535  12089.228144  4.067112e+06  1.360735e-02  1.374903e-02
703  2016.7917  401.79  5.995930  12092.540979  4.067449e+06  1.369506e-02  1.407806e-02
704  2016.8750  403.72  6.000722  12102.705313  4.067785e+06  1.378295e-02  1.523817e-02
705  2016.9583  404.64  6.002998  12107.796203  4.068121e+06  1.387113e-02  1.580532e-02
706  2017.0417  406.36  6.007239  12116.852505  4.068457e+06  1.395969e-02  1.688983e-02
707  2017.1250  406.66  6.007977  12118.841525  4.068793e+06  1.404842e-02  1.708220e-02
708  2017.2083  407.54  6.010139  12123.702451  4.069129e+06  1.413744e-02  1.765192e-02
709  2017.2917  409.22  6.014253  12132.502474  4.069466e+06  1.422685e-02  1.876197e-02
710  2017.3750  409.89  6.015889  12136.303730  4.069802e+06  1.431642e-02  1.921280e-02
711  2017.4583  409.08  6.013911  12132.814130  4.070138e+06  1.440629e-02  1.866835e-02
712  2017.5417  407.33  6.009624  12124.666351  4.070475e+06  1.449654e-02  1.751522e-02
713  2017.6250  405.32  6.004677  12115.186187  4.070811e+06  1.458696e-02  1.623033e-02
714  2017.7083  403.57  6.000350  12106.955906  4.071147e+06  1.467766e-02  1.514656e-02
715  2017.7917  403.82  6.000969  12108.705913  4.071483e+06  1.476876e-02  1.529938e-02
716  2017.8750  405.31  6.004652  12116.637571  4.071820e+06  1.486003e-02  1.622404e-02
717  2017.9583  407.00  6.008813  12125.534441  4.072156e+06  1.495157e-02  1.730135e-02
718  2018.0417  408.15  6.011635  12131.729619  4.072492e+06  1.504351e-02  1.805158e-02
719  2018.1250  408.52  6.012541  12134.059049  4.072829e+06  1.513562e-02  1.829589e-02
720  2018.2083  409.59  6.015157  12139.839096  4.073165e+06  1.522802e-02  1.901037e-02
721  2018.2917  410.45  6.017254  12144.574045  4.073501e+06  1.532080e-02  1.959315e-02
722  2018.3750  411.44  6.019663  12149.937714  4.073838e+06  1.541376e-02  2.027338e-02
723  2018.4583  410.99  6.018569  12148.230317  4.074174e+06  1.550699e-02  1.996295e-02
724  2018.5417  408.90  6.013471  12138.441223  4.074511e+06  1.560062e-02  1.854828e-02
725  2018.6250  407.16  6.009206  12130.333923  4.074847e+06  1.569442e-02  1.740491e-02
726  2018.7083  405.71  6.005639  12123.632526  4.075183e+06  1.578850e-02  1.647630e-02
727  2018.7917  406.19  6.006821  12126.520440  4.075520e+06  1.588297e-02  1.678125e-02
728  2018.8750  408.21  6.011782  12137.035876  4.075856e+06  1.597761e-02  1.809110e-02
729  2018.9583  409.27  6.014375  12142.772497  4.076193e+06  1.607254e-02  1.879545e-02
730  2019.0417  411.03  6.018666  12151.938045  4.076529e+06  1.616786e-02  1.999046e-02
731  2019.1250  411.96  6.020926  12157.002729  4.076866e+06  1.626334e-02  2.063466e-02
732  2019.2083  412.18  6.021460  12158.582307  4.077202e+06  1.635911e-02  2.078833e-02
733  2019.2917  413.54  6.024754  12165.736241  4.077539e+06  1.645527e-02  2.174907e-02
734  2019.3750  414.86  6.027941  12172.673587  4.077875e+06  1.655160e-02  2.269920e-02
735  2019.4583  414.16  6.026252  12169.765372  4.078212e+06  1.664821e-02  2.219319e-02
736  2019.5417  411.97  6.020951  12159.560671  4.078549e+06  1.674522e-02  2.064163e-02
737  2019.6250  410.18  6.016596  12151.267874  4.078885e+06  1.684239e-02  1.940937e-02
738  2019.7083  408.76  6.013128  12144.764908  4.079222e+06  1.693985e-02  1.845512e-02
739  2019.7917  408.75  6.013104  12145.216989  4.079559e+06  1.703770e-02  1.844847e-02
740  2019.8750  410.48  6.017327  12154.248791  4.079895e+06  1.713572e-02  1.961362e-02
741  2019.9583  411.98  6.020975  12162.118030  4.080232e+06  1.723402e-02  2.064861e-02
742  2020.0417  413.61  6.024924  12170.596711  4.080568e+06  1.733271e-02  2.179902e-02
743  2020.1250  414.34  6.026687  12174.660859  4.080905e+06  1.743157e-02  2.232285e-02
744  2020.2083  414.74  6.027652  12177.112232  4.081242e+06  1.753072e-02  2.261211e-02
745  2020.2917  416.45  6.031766  12185.927607  4.081579e+06  1.763026e-02  2.386649e-02
746  2020.3750  417.31  6.033829  12190.597975  4.081915e+06  1.772996e-02  2.450815e-02
747  2020.4583  416.60  6.032127  12187.660112  4.082252e+06  1.782995e-02  2.397789e-02
748  2020.5417  414.62  6.027362  12178.537147  4.082589e+06  1.793034e-02  2.252517e-02
749  2020.6250  412.78  6.022915  12170.052144  4.082925e+06  1.803088e-02  2.120990e-02
750  2020.7083  411.52  6.019858  12164.376261  4.083262e+06  1.813171e-02  2.032878e-02
751  2020.7917  411.51  6.019833  12164.829211  4.083599e+06  1.823295e-02  2.032186e-02
752  2020.8750  413.12  6.023738  12173.221748  4.083936e+06  1.833434e-02  2.145039e-02
753  2020.9583  414.26  6.026494  12179.292657  4.084272e+06  1.843601e-02  2.226518e-02
754  2021.0417  415.52  6.029531  12185.933073  4.084610e+06  1.853809e-02  2.318072e-02
755  2021.1250  416.75  6.032487  12192.409321  4.084946e+06  1.864032e-02  2.408951e-02
756  2021.2083  417.64  6.034620  12197.223662  4.085283e+06  1.874284e-02  2.475627e-02
757  2021.2917  419.05  6.037990  12204.539566  4.085620e+06  1.884576e-02  2.582824e-02
758  2021.3750  419.13  6.038181  12205.428390  4.085957e+06  1.894884e-02  2.588963e-02
759  2021.4583  418.94  6.037728  12205.014796  4.086294e+06  1.905220e-02  2.574393e-02
760  2021.5417  416.96  6.032990  12195.941455  4.086631e+06  1.915597e-02  2.424614e-02
761  2021.6250  414.47  6.027001  12184.335079  4.086968e+06  1.925989e-02  2.241668e-02
762  2021.7083  413.30  6.024174  12179.122013  4.087304e+06  1.936410e-02  2.157818e-02
763  2021.7917  413.93  6.025697  12182.703933  4.087642e+06  1.946871e-02  2.202799e-02
764  2021.8750  415.01  6.028303  12188.474352  4.087979e+06  1.957347e-02  2.280826e-02
765  2021.9583  416.71  6.032391  12197.242114  4.088315e+06  1.967852e-02  2.405972e-02
766  2022.0417  418.19  6.035936  12204.914037  4.088653e+06  1.978398e-02  2.517214e-02
767  2022.1250  419.28  6.038539  12210.680583  4.088990e+06  1.988959e-02  2.600491e-02
768  2022.2083  418.81  6.037417  12208.915489  4.089326e+06  1.999548e-02  2.564443e-02
769  2022.2917  420.23  6.040802  12216.264111  4.089664e+06  2.010178e-02  2.673997e-02
770  2022.3750  420.99  6.042609  12220.421539  4.090001e+06  2.020824e-02  2.733418e-02
771  2022.4583  420.99  6.042609  12220.924888  4.090338e+06  2.031497e-02  2.733418e-02
772  2022.5417  418.90  6.037632  12211.362950  4.090675e+06  2.042212e-02  2.571329e-02
773  2022.6250  417.19  6.033542  12203.592389  4.091012e+06  2.052941e-02  2.441818e-02
774  2022.7083  415.95  6.030565  12198.074002  4.091349e+06  2.063699e-02  2.349675e-02
775  2022.7917  415.78  6.030156  12197.750061  4.091686e+06  2.074498e-02  2.337159e-02
776  2022.8750  417.51  6.034308  12206.651799  4.092023e+06  2.085313e-02  2.465840e-02
777  2022.9583  418.95  6.037752  12214.119674  4.092360e+06  2.096155e-02  2.575159e-02
778  2023.0417  419.48  6.039016  12217.180889  4.092698e+06  2.107038e-02  2.615895e-02
779  2023.1250  420.30  6.040969  12221.634886  4.093035e+06  2.117937e-02  2.679447e-02
780  2023.2083  420.98  6.042585  12225.408786  4.093372e+06  2.128864e-02  2.732632e-02
781  2023.2917  423.36  6.048223  12237.319155  4.093709e+06  2.139832e-02  2.922196e-02
782  2023.3750  424.00  6.049733  12240.879430  4.094046e+06  2.150814e-02  2.974069e-02
